ADDRESS_01,ADDRESS_02,CITY,STATE,,,
700 qfY bd,,ATTLEBORO,MA,,,
774 pEDfq bd,,PADEN,OK,,,
4900 pffPEq qD,,CINCINNATI,OH,,,
795 bW 4dH fVE,,POMPANO BEACH,FL,,,
345 W qlLL qD,,MAPLE SHADE,NJ,,,
3744 WfbHBUqz bd,,MISSOULA,MT,,,
7470 BUdfzf Dq,,SACRAMENTO,CA,,,
3704 E qffqE fVE,,SEARCY,AR,,,
4304 Kb-734,,LARNED,KS,,,
44440 W Plpf BLVD,,LOS ANGELES,CA,,,
7350 LEVY bd,,SHREVEPORT,LA,,,
400 b EzfLf Dq,,ENOLA,PA,,,
745 b WEbdPLEX fVE,RM 3,BLOOMINGTON,IN,,,
7430 lzKbdEq qD,,DEARBORN HEIGHTS,MI,,,
340 PfplFlp bd,,HOUSTON,TX,,,
45 LfWEq WEbdFlELD qD,,HOLYOKE,MA,,,
304 W 4bd bd,,CHANDLER,OK,,,
4744 PfYzE fVE,,PAYNE,OH,,,
4930 BqffD bd,,PHILADELPHIA,PA,,,
304 40dH bd,,NIAGARA FALLS,NY,,,
4548 E DfLE bd,,SPRINGFIELD,MO,,,
44304 WlLbHlqE BLDV,,LOS ANGELES,CA,,,
77330 b plpEqf fVE,,RICHTON PARK,IL,,,
7434 b 47dH bd,,WILMINGTON,NC,,,
7034 bW 37zD fVE,,SOUTH MIAMI,FL,,,
375 b bEfGqfVE bd,,DAYTONA BEACH,FL,,,
475 pfqqUzldY Dq,,MARION,OH,,,
75 bdfzlFfqD bd,,BOSTON,MA,,,
4454 b fLVfqfDf bd,,LOS ANGELES,CA,,,
355 FlbHKlLL fVE,,BEACON,NY,,,
545 W EUpLlD fVE,,DELAND,FL,,,
3579 WfLzUd fVE,,CARMICHAEL,CA,,,
345 LfWqEzpE bd,,TOMBALL,TX,,,
377 b fzZf bd,,EL CAJON,CA,,,
377 b BlqpH bd,,MCCLEARY,WA,,,
33437 WfqqEz qD,RM 109,WESTLAND,MI,,,
704 HWY 37,,KINGSTON,OK,,,
7049 zW pfpHE qD,,LAWTON,OK,,,
707 b 9dH bd,,MARLOW,OK,,,
709 z LfWE bd,,HOBART,OK,,,
744 b BqffDWfY,,MARLOW,OK,,,
747 W qflz bd,,YUKON,OK,,,
7344 E zEWdfz bd,,TULSA,OK,,,
7304 QUfzfH PfqKEq,,LAWTON,OK,,,
7707 b qEqfqlfL Dq,,TULSA,OK,,,
340 E Zlfz,,TULSA,OK,,,
804 z 493qD E fVE,,CATOOSA,OK,,,
804 z 3dH,,PURCELL,OK,,,
804 z WfbHlzGdfz,,WEATHERFORD,OK,,,
845 z pfUzdqY pLUB,,ADA,OK,,,
845 W qflzE,,ENID,OK,,,
874 b YUKfz PfqKWfY,,YUKON,OK,,,
547 z BqffDWfY,,BINGER,OK,,,
844 z 38dH bd,,MUSKOGEE,OK,,,
8545 z 473qD E fVE,,OWASSO,OK,,,
900 z DlVlblfz,,CLEVELAND,OK,,,
900 qfzpHWffD Dq,,WILBURTON,OK,,,
903 z BfULEVfqD,,EDMOND,OK,,,
9774 HfqqfzY Dq,,MIDWEST CITY,OK,,,
934 z pfUzdqY pLUB,,ADA,OK,,,
940 bW 84dH bd,,OKLAHOMA CITY,OK,,,
9400 bd fzz Dq,,OKC,OK,,,
9400 bd fzz DqlVE,,OKLAHOMA CITY,OK,,,
4400 W 4bd bd,,WEWOKA,OK,,,
99 zE 475 plqpLE,,SPAVINAW,OK,,,
9934 b 789dH E fVE,,COWETA,OK,,,
4707 BqfWz bd,,NEW CASTLE,PA,,,
749 b Jlq dHfqPE BLVD,,PRAGUE,OK,,,
7370 WlLLlbdfz qD,,AIKEN,SC,,,
437 W 700 b,,SALT LAKE CITY,UT,,,
779 z WfbHlzGdfz fVE,,MOBILE,AL,,,
4379 qEPUBLlp bd,,CINCINNATI,OH,,,
577 fzfqfbf bd,,RAPID CITY,SD,,,
404 plqqfqqfz Dq, ,MANNFORD,OK,,,
3947 zW 73qD bd,,BETHANY,OK,,,
73 W qfpHEL bd,,BIXBY,OK,,,
3073 PfzdHEqbVlLLE qD,,ATLANTA,GA,,,
3534 LfKELfzD Dq,,FLOWOOD,MS,,,
390 qED bpHffL Lz,,PHILLIPSBURG,NJ,,,
73890 LEWEb GEfqGEdfWz HWY,,HARBESON,DE,,,
47440 E 54bd bd b,,BROKEN ARROW,OK,,,
7503 z JEFFEqbfz bd,,ENID,OK,,,
344 b qfDlbfz fVE,,TULSA,OK,,,
373 pfLLfHfz bd,,MUSKOGEE,OK,,,
304 LfKE qUqqfY Dq,,ARDMORE,OK,,,
4470 3qD fVE,,SAN DIEGO,CA,,,
4709 b qflz bd,,BROKEN ARROW,OK,,,
5774 b LEWlb fVE,,TULSA,OK,,,
407 E BfqpLfY bd,,HENRYETTA,OK,,,
4400 E bd zE,,MIAMI,FL,,,
4470 lLLlzflb bd,,MUSKOGEE,OK,,,
4370 zE 4bd PL,,PRYOR,OK,,,
7470 z BqffDWfY fVE,,MOORE,OK,,,
444 GEbd bd,,CINCINNATI,OH,,,
4407 zW 7dH bd,,STIGLER,OK,,,
4804 b PEqKlzb qD,,STILLWATER,OK,,,
30049 E 454 bd b,,COWETA,OK,,,
4300 W HfUbdfz bd,,BROKEN ARROW,OK,,,
500 b YfqK bd,,MUSKOGEE,OK,,,
543 z BqffDWfY fVE,,BINGER,OK,,,
774 W fLlVE bd,,STROUD,OK,,,
959 bW 407dH bd,,OKLAHOMA CITY,OK,,,
4700 W pfLLEGE bd,,LIBERTY,MO,,,
370 pfqEY bd,,MANGUM,OK,,,
3333 E 78dH bd,,TULSA,OK,,,
5804 z ffKWffD qD,,ENID,OK,,,
4844 LfqBfqDY Dq,,RAPID CITY,SD,,,
30049 E 454bd bd b,,COWETA,OK,,,
4775 bE 59dH bd,,OKLAHOMA CITY,OK,,,
304 z BEfqD fVE,,SHAWNEE,OK,,,
434 b bdfdE LlzE qD,,COLCORD,OK,,,
4447 bW 74 bd,,OKLAHOMA CITY,OK,,,
740 zW 37zD bd,,OKLAHOMA CITY,OK,,,
744 z 5dH bd,,JENKS,OK,,,
7404 z 4dH bd,,FLAGSTAFF,AZ,,,
747 z Uzlfz fVE,,FERGUS FALLS,MN,,,
750 b dffLE fVE,,TUCSON,ZA,,,
4045 WEbd BLVD, ,MOULTRIE,GA,,,
4743 E BfLdlqfqE bd,,BALTIMORE,MD,,,
4079 E BfLdlqfqE bd,,BALTIMORE,MD,,,
4307 qD qlLLEq Dq,,OKMULGEE,OK,,,
5400 zW 73qD bd,,OKLAHOMA CITY,OK,,,
4033 E WfbHlzGdfz,,INDIANAPOLIS,IN,,,
4405 E qflz bd,,TISHOMINGO,OK,,,
4504 z 8dH,,NOBLE,OK,,,
4774 zW 4dH,,OKLAHOMA CITY,OK,,,
4300 W HfUbdfz,,BROKEN ARROW,OK,,,
543 z BqffDWfY,,BINGER,OK,,,
7544 fLBEqfqLE qD,4E,BROOKLYN,NY,,,
940 bW 84dH,,OKLAHOMA CITY,OK,,,
300 z 47dH bd,,OZARK,AR,,,
7400 pfzdlzEzdfL bd,,BUTTE,MT,,,
4500 W qflz bd,,WALNUT RIDGE,AR,,,
79-04 BqffDWfY,,QUEENS,NY,,,
4074 z GfLLfWfY fVE,,MESQUITE,TX,,,
404 z WldpHDUpK qD,,VIRGINIA BEACH,VA,,,
503 b qflz bd,,GORE,OK,,,
473 VfqzUq fVE,,LOWELL,MA,,,
70 bUqqld bd,,WEST ORANGE,NJ,,,
4373 W DELqfq fVE,,GODFREY,IL,,,
4540 W qflz bd,,DUNCAN,OK,,,
730 b 8dH bd,,MINNEAPOLIS,MN,,,
7475 W zEW HfVEz fVE,,WEST MELBOURNE,FL,,,
5340 BfLL pfqP PlKE,,KNOXVILLE,TN,,,
443 E qEBfUzD qD,,LANCASTER,SC,,,
4400 YfbEqldE BLVD,,MODESTO,CA,,,
300 z Kfzbfb fVE,,TOPEKA,KS,,,
784 fUDfBfz fVE,,NEW YORK,NY,,,
70344 EUpLlD fVE,,EUCLID,OH,,,
774 bUbbEX fVE,,NEWARK,NJ,,,
439 bHELDfz fVE bE,,GRAND RAPIDS,MI,,,
35 pHfqLEb GfY LffP,,NEW YORK,NY,,,
44 UPPEq qlVEqDfLE qD bW,,RIVERDALE,GA,,,
5530 VlqGlzf BEfpH BLVD,,VIRGINIA BEACH,VA,,,
999 GlqL bpfUd qD,,BURNS,TN,,,
43338 bE EfbdGfdE WfY,,BELLEVUE,WA,,,
805 z 43qD bd,,GRAND FORKS,ND,,,
8794 Ub HWY 77,,BURNSIDE,KY,,,
474 HfbPldfL Dq,,WATERTOWN,WI,,,
3044 KEzlLWfqdH BLVD,,SEBRING,FL,,,
54 qEYzfLDb bd,,DANIELSON,CT,,,
349 b qfqlfz fVE,,LAKE CITY,FL,,,
4400 EVfzGEL Dq,,HUNTSVILLE,AL,,,
